Date	Total	Merch	Bikes	Repairs	Loyal Member
10/9/2019	35	35	0	0	0
10/10/2019	566.83	42.83	0	524	0
10/11/2019	51	37	0	14	0
10/12/2019	95	0	0	95	1
10/13/2019	33	0	0	33	1
10/14/2019	220.3	127.3	0	93	1
10/15/2019	190	55	0	135	1
10/16/2019	0	0	0	0	0
10/17/2019	340	33	0	307	0
10/18/2019	0	0	0	0	0
10/19/2019	0	0	0	0	0
10/20/2019	0	0	0	0	0
10/21/2019	16	0	0	16	0
10/22/2019	0	0	0	0	0
10/23/2019	0	0	0	0	0
10/24/2019	15	15	0	0	0
10/25/2019	278.5	250.5	0	28	0
10/26/2019	167	88	0	79	0
10/27/2019	425.75	425.75	0	0	1
10/28/2019	325	325	0	0	1
10/29/2019	77.8	77.8	0	0	1
10/30/2019	1197.55	109	1088.55	0	1
10/31/2019	121	121	0	0	1
11/1/2019	12	12	0	0	1
11/2/2019	123.5	123.5	0	0	1
11/3/2019	401	301	0	100	0
11/4/2019	85	53	0	32	0
11/5/2019	194	51	0	143	0
11/6/2019	92.4	92.4	0	0	0
11/7/2019	0	0	0	0	1
11/8/2019	25	0	0	25	1
11/9/2019	1542.47	192.4	1307.07	43	1
11/10/2019	69	7	0	62	1
11/11/2019	135.8	90.8	0	45	1
11/12/2019	105	15	0	90	1
11/13/2019	214.2	64.2	0	150	1
11/14/2019	227.5	227.5	0	0	1
11/15/2019	149.4	149.4	0	0	1
11/16/2019	40	40	0	0	1
11/17/2019	314	314	0	0	1
11/18/2019	216.4	216.4	0	0	1
11/19/2019	235	235	0	0	1
11/20/2019	45	45	0	0	1
11/21/2019	115	115	0	0	0
11/22/2019	143.8	143.8	0	0	0
11/23/2019	254	230	0	24	0
11/24/2019	141.7	141.7	0	0	1
11/25/2019	40.6	40.6	0	0	1
11/26/2019	684	684	0	0	1
11/27/2019	15	15	0	0	1
11/28/2019	239.3	239.3	0	0	1
11/29/2019	528.3	528.3	0	0	1
11/30/2019	240	125	0	115	0
12/1/2019	1554.16	428.5	1105.66	20	0
12/2/2019	136.7	96.7	0	40	1
12/3/2019	144.5	118.5	0	26	1
12/4/2019	371.6	252.6	0	119	1
12/5/2019	461.7	361.7	0	100	1
12/6/2019	490.2	421.2	0	69	1
12/7/2019	200.4	158.4	0	42	1
12/8/2019	122	68	0	54	1
12/9/2019	104	104	0	0	0
12/10/2019	75	19	0	56	0
12/11/2019	15	0	0	15	0
12/12/2019	758	0	0	758	0
12/13/2019	44	0	0	44	0
12/14/2019	0	0	0	0	0
12/15/2019	0	0	0	0	0
12/16/2019	8	0	0	8	1
12/17/2019	318	40	0	278	1
12/18/2019	2742.3	401.2	2341.1	0	0
12/19/2019	0	0	0	0	0
12/20/2019	0	0	0	0	0
12/21/2019	0	0	0	0	0
12/22/2019	0	0	0	0	0
12/23/2019	0	0	0	0	0
12/24/2019	2233.7	10	2223.7	0	0
12/25/2019	0	0	0	0	0
12/26/2019	570.2	570.2	0	0	1
12/27/2019	39.1	39.1	0	0	0
12/28/2019	0	0	0	0	0
12/29/2019	0	0	0	0	0
12/30/2019	12	12	0	0	0
12/31/2019	12	12	0	0	1
1/1/2020	0	0	0	0	1
1/2/2020	60	60	0	0	1
1/3/2020	87	87	0	0	1
1/4/2020	0	0	0	0	1
1/5/2020	0	0	0	0	0
1/6/2020	2426.54	60	2366.54	0	0
1/7/2020	32	32	0	0	1
1/8/2020	0	0	0	0	1
1/9/2020	0	0	0	0	1
1/10/2020	15	15	0	0	1
1/11/2020	0	0	0	0	1
1/12/2020	27	27	0	0	1
1/13/2020	0	0	0	0	1
1/14/2020	2301.61	0	2301.61	0	0
1/15/2020	42	42	0	0	0
1/16/2020	42	42	0	0	0
1/17/2020	42	42	0	0	0
1/18/2020	0	0	0	0	0
1/19/2020	12	12	0	0	0
1/20/2020	0	0	0	0	0
1/21/2020	12	12	0	0	0
1/22/2020	47.6	47.6	0	0	1
1/23/2020	41.7	41.7	0	0	0
1/24/2020	13	13	0	0	0
1/25/2020	33	33	0	0	0
1/26/2020	13	13	0	0	0
1/27/2020	0	0	0	0	0
1/28/2020	80	0	0	80	1
1/29/2020	30	30	0	0	1
1/30/2020	0	0	0	0	1
1/31/2020	192.5	192.5	0	0	1
2/1/2020	0	0	0	0	0
2/2/2020	13	0	0	13	0
2/3/2020	14	14	0	0	0
2/4/2020	71	71	0	0	0
2/5/2020	150	150	0	0	0
2/6/2020	53.8	36.8	0	17	0
2/7/2020	30	0	0	30	1
2/8/2020	0	0	0	0	1
2/9/2020	685.7	167.6	510.1	8	1
2/10/2020	54	0	0	54	0
2/11/2020	0	0	0	0	0
2/12/2020	353	15	0	338	1
2/13/2020	0	0	0	0	1
2/14/2020	0	0	0	0	1
2/15/2020	0	0	0	0	1
2/16/2020	0	0	0	0	1
2/17/2020	1546.22	0	1546.22	0	1
2/18/2020	959	0	959	0	1
2/19/2020	0	0	0	0	0
2/20/2020	0	0	0	0	0
2/21/2020	17	7	0	10	0
2/22/2020	0	0	0	0	0
2/23/2020	319.95	0	319.95	0	0
2/24/2020	0	0	0	0	0
2/25/2020	0	0	0	0	1
2/26/2020	0	0	0	0	1
2/27/2020	12	12	0	0	1
2/28/2020	13	0	0	13	1
2/29/2020	36	36	0	0	1
3/1/2020	93	93	0	0	1
3/2/2020	0	0	0	0	1
3/3/2020	14	14	0	0	1
3/4/2020	15	15	0	0	1
3/5/2020	32	0	0	32	1
3/6/2020	370	0	0	370	1
3/7/2020	237.7	237.7	0	0	1
3/8/2020	40	0	0	40	0
3/9/2020	0	0	0	0	0
3/10/2020	225	0	0	225	0
3/11/2020	14	0	0	14	0
3/12/2020	48	0	0	48	0
3/13/2020	0	0	0	0	0
3/14/2020	0	0	0	0	0
3/15/2020	40	0	0	40	0
3/16/2020	449	15	0	434	1
3/17/2020	0	0	0	0	0
3/18/2020	8	0	0	8	0
3/19/2020	95.18	95.18	0	0	0
3/20/2020	0	0	0	0	1
3/21/2020	0	0	0	0	1
3/22/2020	0	0	0	0	1
3/23/2020	0	0	0	0	1
3/24/2020	0	0	0	0	1
3/25/2020	0	0	0	0	1
3/26/2020	0	0	0	0	0
3/27/2020	55.25	55.25	0	0	0
3/28/2020	43.1	43.1	0	0	0
3/29/2020	0	0	0	0	0
3/30/2020	0	0	0	0	1
3/31/2020	0	0	0	0	1
4/1/2020	0	0	0	0	1
4/2/2020	0	0	0	0	1
4/3/2020	0	0	0	0	1
4/4/2020	15	15	0	0	0
4/5/2020	190	190	0	0	0
4/6/2020	0	0	0	0	0
4/7/2020	0	0	0	0	0
4/8/2020	82	20	0	62	0
4/9/2020	135.8	60.8	0	75	0
4/10/2020	0	0	0	0	0
4/11/2020	74	74	0	0	0
4/12/2020	12	12	0	0	0
4/13/2020	0	0	0	0	0
4/14/2020	36	0	0	36	0
4/15/2020	106.95	106.95	0	0	0
4/16/2020	12	12	0	0	0
4/17/2020	12	12	0	0	0
4/18/2020	0	0	0	0	1
4/19/2020	0	0	0	0	1
4/20/2020	0	0	0	0	1
4/21/2020	0	0	0	0	1
4/22/2020	0	0	0	0	1
4/23/2020	0	0	0	0	1
4/24/2020	0	0	0	0	1
4/25/2020	25	25	0	0	1
4/26/2020	0	0	0	0	1
4/27/2020	0	0	0	0	1
4/28/2020	0	0	0	0	1
4/29/2020	0	0	0	0	1
4/30/2020	0	0	0	0	1
5/1/2020	0	0	0	0	1
5/2/2020	0	0	0	0	1
5/3/2020	25	25	0	0	0
5/4/2020	25	25	0	0	0
5/5/2020	75	75	0	0	0
5/6/2020	75	75	0	0	1
5/7/2020	100	100	0	0	1
5/8/2020	0	0	0	0	1
5/9/2020	16	16	0	0	1
5/10/2020	65	65	0	0	1
5/11/2020	145	145	0	0	1
5/12/2020	178	178	0	0	0
5/13/2020	43	35	0	8	0
5/14/2020	411.35	293.35	0	118	1
5/15/2020	58	42	0	16	1
5/16/2020	178	178	0	0	1
5/17/2020	34	10	0	24	1
5/18/2020	456.25	335.25	0	121	1
5/19/2020	218	160	0	58	1
5/20/2020	333	75	0	258	1
5/21/2020	344.4	288.4	0	56	0
5/22/2020	134	110	0	24	0
5/23/2020	45	45	0	0	0
5/24/2020	12	12	0	0	0
5/25/2020	10	10	0	0	1
5/26/2020	67	35	0	32	1
5/27/2020	20	20	0	0	1
5/28/2020	23.25	23.25	0	0	1
5/29/2020	85.5	85.5	0	0	1
5/30/2020	88.8	72.8	0	16	1
5/31/2020	83.15	35.15	0	48	1
6/1/2020	203	118	0	85	1
6/2/2020	217	90	0	127	1
6/3/2020	384	330	0	54	1
6/4/2020	295	295	0	0	1
6/5/2020	355	355	0	0	1
6/6/2020	255	255	0	0	1
6/7/2020	402.84	402.84	0	0	1
6/8/2020	38	0	0	38	0
6/9/2020	0	0	0	0	0
6/10/2020	0	0	0	0	0
6/11/2020	0	0	0	0	0
6/12/2020	0	0	0	0	0
6/13/2020	0	0	0	0	0
6/14/2020	38	0	0	38	0
6/15/2020	0	0	0	0	0
6/16/2020	0	0	0	0	1
6/17/2020	25	0	0	25	0
6/18/2020	45	35	0	10	0
6/19/2020	90	90	0	0	0
6/20/2020	35	35	0	0	0
6/21/2020	50	0	0	50	0
6/22/2020	42	12	0	30	1
6/23/2020	137	17	0	120	1
6/24/2020	0	0	0	0	1
6/25/2020	10	0	0	10	1
6/26/2020	0	0	0	0	0
6/27/2020	0	0	0	0	0
6/28/2020	0	0	0	0	0
6/29/2020	12	12	0	0	0
6/30/2020	0	0	0	0	0
7/1/2020	54	54	0	0	0
7/2/2020	0	0	0	0	0
7/3/2020	30	0	0	30	1
7/4/2020	0	0	0	0	1
7/5/2020	0	0	0	0	0
7/6/2020	0	0	0	0	0
7/7/2020	0	0	0	0	0
7/8/2020	0	0	0	0	0
7/9/2020	0	0	0	0	0
7/10/2020	0	0	0	0	0
7/11/2020	81.5	81.5	0	0	0
7/12/2020	0	0	0	0	0
7/13/2020	27	0	0	27	1
7/14/2020	0	0	0	0	0
7/15/2020	0	0	0	0	0
7/16/2020	15	0	0	15	0
7/17/2020	303	281	0	22	0
7/18/2020	80	45	0	35	0
7/19/2020	177	40	0	137	0
7/20/2020	0	0	0	0	0
7/21/2020	0	0	0	0	0
7/22/2020	50	30	0	20	0
7/23/2020	0	0	0	0	0
7/24/2020	34	14	0	20	0
7/25/2020	24	0	0	24	0
7/26/2020	18	0	0	18	0
7/27/2020	47	35	0	12	0
7/28/2020	67	31	0	36	0
7/29/2020	15	15	0	0	1
7/30/2020	79	79	0	0	1
7/31/2020	0	0	0	0	1
8/1/2020	142	0	0	142	1
8/2/2020	15	15	0	0	0
8/3/2020	0	0	0	0	0
8/4/2020	120	120	0	0	0
8/5/2020	205	205	0	0	0
8/6/2020	90	90	0	0	0
8/7/2020	18	0	0	18	1
8/8/2020	61.75	61.75	0	0	1
8/9/2020	50.5	50.5	0	0	1
8/10/2020	50	50	0	0	1
8/11/2020	138	93	0	45	0
8/12/2020	20	20	0	0	0
8/13/2020	72	25	0	47	0
8/14/2020	232.75	104.75	0	128	0
8/15/2020	345	84	0	261	0
8/16/2020	100	100	0	0	0
8/17/2020	3541.35	18	3523.35	0	0
8/18/2020	0	0	0	0	0
8/19/2020	0	0	0	0	0
8/20/2020	308	0	0	308	0
8/21/2020	357	15	0	342	0
8/22/2020	20	20	0	0	1
8/23/2020	1455	0	0	1455	1
8/24/2020	85	0	0	85	1
8/25/2020	362	30	0	332	1
8/26/2020	586	75	0	511	1
8/27/2020	621	0	0	621	1
8/28/2020	42	22	0	20	1
8/29/2020	32.5	32.5	0	0	0
8/30/2020	60	0	0	60	0
8/31/2020	198.5	182.5	0	16	0
9/1/2020	186	30	0	156	0
9/2/2020	40	40	0	0	0
9/3/2020	0	0	0	0	0
9/4/2020	45	45	0	0	0
9/5/2020	147.02	29.02	0	118	0
9/6/2020	80.25	80.25	0	0	1
9/7/2020	12	12	0	0	0
9/8/2020	94	94	0	0	0
9/9/2020	15	0	0	15	0
9/10/2020	0	0	0	0	1
9/11/2020	0	0	0	0	1
9/12/2020	79	79	0	0	1
9/13/2020	0	0	0	0	1
9/14/2020	32	12	0	20	1
9/15/2020	35	0	0	35	1
9/16/2020	457	442	0	15	1
9/17/2020	385	385	0	0	1
9/18/2020	0	0	0	0	1
9/19/2020	0	0	0	0	1
9/20/2020	0	0	0	0	1
9/21/2020	15	0	0	15	1
9/22/2020	0	0	0	0	1
9/23/2020	370	330	0	40	1
9/24/2020	460	440	0	20	1
9/25/2020	385	385	0	0	1
9/26/2020	301	301	0	0	1
9/27/2020	270	270	0	0	1
9/28/2020	40	40	0	0	1
9/29/2020	0	0	0	0	1
9/30/2020	0	0	0	0	1
10/1/2020	0	0	0	0	1
10/2/2020	280	280	0	0	1
10/3/2020	280	280	0	0	1
10/4/2020	200	200	0	0	1
10/5/2020	0	0	0	0	0
10/6/2020	82	82	0	0	0
10/7/2020	160	160	0	0	1
10/8/2020	0	0	0	0	1
10/9/2020	0	0	0	0	1
10/10/2020	110	110	0	0	1
10/11/2020	137	120	0	17	1
10/12/2020	164	140	0	24	1
10/13/2020	122	110	0	12	1
10/14/2020	147	147	0	0	1
10/15/2020	189	177	0	12	1
10/16/2020	184	184	0	0	1
10/17/2020	0	0	0	0	1
10/18/2020	27	27	0	0	1
10/19/2020	314.5	314.5	0	0	1
10/20/2020	111	93	0	18	1
10/21/2020	152	152	0	0	1
10/22/2020	80	80	0	0	1
10/23/2020	0	0	0	0	1
10/24/2020	75	60	0	15	1
10/25/2020	165	165	0	0	1
10/26/2020	120	120	0	0	1
10/27/2020	256	256	0	0	1
10/28/2020	190	190	0	0	1
10/29/2020	180	180	0	0	1
10/30/2020	146	105	0	41	1
10/31/2020	353	203	0	150	1
11/1/2020	70	30	0	40	0
11/2/2020	75	50	0	25	0
11/3/2020	86	36	0	50	0
11/4/2020	103	88	0	15	0
11/5/2020	25	0	0	25	0
11/6/2020	0	0	0	0	0
11/7/2020	183.35	183.35	0	0	1
11/8/2020	0	0	0	0	1
11/9/2020	83	33	0	50	1
11/10/2020	10	0	0	10	0
11/11/2020	20	20	0	0	0
11/12/2020	52	20	0	32	0
11/13/2020	0	0	0	0	0
11/14/2020	82.5	0	0	82.5	0
11/15/2020	26	0	0	26	0
11/16/2020	119	63	0	56	0
11/17/2020	35	10	0	25	1
11/18/2020	47	10	0	37	1
11/19/2020	384.5	158.5	0	226	0
11/20/2020	34.5	15	0	19.5	0
11/21/2020	62	50	0	12	0
11/22/2020	40	0	0	40	0
11/23/2020	38	17	0	21	0
11/24/2020	224.25	102.25	0	122	0
11/25/2020	30	30	0	0	1
11/26/2020	250	0	0	250	1
11/27/2020	31	0	0	31	1
11/28/2020	63	0	0	63	0
11/29/2020	20	0	0	20	0
11/30/2020	37.65	5.65	0	32	0
12/1/2020	37	15	0	22	0
12/2/2020	25	25	0	0	0
12/3/2020	75	32	0	43	0
12/4/2020	420.5	94	0	326.5	0
12/5/2020	40	0	0	40	0
12/6/2020	19	0	0	19	0
12/7/2020	79	25	0	54	0
12/8/2020	15	15	0	0	0
12/9/2020	2200.49	0	2200.49	0	0
12/10/2020	15	15	0	0	0
12/11/2020	15	15	0	0	0
12/12/2020	30	30	0	0	0
12/13/2020	18	0	0	18	0
12/14/2020	0	0	0	0	0
12/15/2020	0	0	0	0	0
12/16/2020	20	20	0	0	0
12/17/2020	35	35	0	0	0
12/18/2020	0	0	0	0	0
12/19/2020	0	0	0	0	1
12/20/2020	0	0	0	0	1
12/21/2020	0	0	0	0	1
12/22/2020	0	0	0	0	1
12/23/2020	30	30	0	0	1
12/24/2020	0	0	0	0	1
12/25/2020	0	0	0	0	1
12/26/2020	0	0	0	0	1
12/27/2020	350.45	290.45	0	60	0
12/28/2020	71	71	0	0	0
12/29/2020	335	335	0	0	0
12/30/2020	0	0	0	0	0
12/31/2020	93	15	0	78	0
1/1/2021	0	0	0	0	0
1/2/2021	34	19	0	15	0
1/3/2021	45	0	0	45	0
1/4/2021	94	0	0	94	0
1/5/2021	0	0	0	0	0
1/6/2021	56	38	0	18	1
1/7/2021	33	33	0	0	1
1/8/2021	0	0	0	0	1
1/9/2021	0	0	0	0	1
1/10/2021	54	0	0	54	1
1/11/2021	18	0	0	18	1
1/12/2021	278	0	0	278	1
1/13/2021	100	0	0	100	1
1/14/2021	0	0	0	0	1
1/15/2021	120	120	0	0	1
1/16/2021	160	160	0	0	1
1/17/2021	174	160	0	14	1
1/18/2021	15	15	0	0	1
1/19/2021	0	0	0	0	1
1/20/2021	19	0	0	19	1
1/21/2021	0	0	0	0	1
1/22/2021	200	200	0	0	1
1/23/2021	120	120	0	0	1
1/24/2021	242	242	0	0	0
1/25/2021	366	90	0	276	1
1/26/2021	198	0	0	198	1
1/27/2021	441	0	0	441	1
1/28/2021	23	23	0	0	1
1/29/2021	0	0	0	0	1
1/30/2021	160	160	0	0	1
1/31/2021	180	180	0	0	1
2/1/2021	147	147	0	0	1
2/2/2021	0	0	0	0	0
2/3/2021	0	0	0	0	0
2/4/2021	0	0	0	0	0
2/5/2021	0	0	0	0	0
2/6/2021	497.5	497.5	0	0	1
2/7/2021	90.5	90.5	0	0	1
2/8/2021	32	32	0	0	1
2/9/2021	86.75	73.75	0	13	1
2/10/2021	54	41	0	13	1
2/11/2021	791.4	0	791.4	0	0
2/12/2021	757.15	0	696.15	61	0
2/13/2021	29.05	29.05	0	0	0
2/14/2021	40	0	0	40	1
2/15/2021	128	0	0	128	1
2/16/2021	882.74	78.47	804.27	0	1
2/17/2021	812.45	0	812.45	0	1
2/18/2021	797.25	17	780.25	0	1
2/19/2021	770.9	0	770.9	0	1
2/20/2021	39	25	0	14	0
2/21/2021	0	0	0	0	0
2/22/2021	648.1	38.1	0	610	0
2/23/2021	15	0	0	15	0
2/24/2021	0	0	0	0	0
2/25/2021	120	120	0	0	0
2/26/2021	110	0	0	110	1
2/27/2021	12	12	0	0	1
2/28/2021	15	5	0	10	1
3/1/2021	129.28	78.28	0	51	0
3/2/2021	133	90	0	43	0
3/3/2021	541.5	522.5	0	19	1
3/4/2021	390	390	0	0	1
3/5/2021	75	0	0	75	1
3/6/2021	16	16	0	0	1
3/7/2021	10	10	0	0	1
3/8/2021	40	0	0	40	1
3/9/2021	60.5	22.5	0	38	1
3/10/2021	708.5	258.5	0	450	1
3/11/2021	457	432	0	25	1
3/12/2021	511.3	506.3	0	5	1
3/13/2021	484.75	408.75	0	76	1
3/14/2021	315	315	0	0	1
3/15/2021	349	300	0	49	1
3/16/2021	386	360	0	26	1
3/17/2021	413	413	0	0	1
3/18/2021	277	277	0	0	1
3/19/2021	235	220	0	15	0
3/20/2021	0	0	0	0	0
3/21/2021	96	48	0	48	0
3/22/2021	328	288	0	40	1
3/23/2021	169	169	0	0	1
3/24/2021	87.5	62.5	0	25	1
3/25/2021	161.1	142.1	0	19	1
3/26/2021	0	0	0	0	1
3/27/2021	388.75	388.75	0	0	1
3/28/2021	358	220	0	138	0
3/29/2021	466	439	0	27	1
3/30/2021	428	375	0	53	1
3/31/2021	449	310	0	139	1
4/1/2021	320	280	0	40	1
4/2/2021	1147.17	264	817.17	66	1
4/3/2021	370	280	0	90	1
4/4/2021	365	295	0	70	1
4/5/2021	266	190	0	76	1
4/6/2021	91	62	0	29	0
4/7/2021	11	6	0	5	0
4/8/2021	6	6	0	0	0
4/9/2021	68	23	0	45	0
4/10/2021	24	0	0	24	0
4/11/2021	342.5	248.5	0	94	0
4/12/2021	157	75	0	82	0
4/13/2021	100	100	0	0	1
4/14/2021	147	118	0	29	1
4/15/2021	12	12	0	0	0
4/16/2021	150	150	0	0	1
4/17/2021	32	32	0	0	1
4/18/2021	170	170	0	0	1
4/19/2021	20	20	0	0	1
4/20/2021	45	45	0	0	1
4/21/2021	57	57	0	0	1
4/22/2021	3055.1	12	3043.1	0	1
4/23/2021	12	12	0	0	1
4/24/2021	85	85	0	0	0
4/25/2021	36.5	36.5	0	0	0
4/26/2021	77.75	77.75	0	0	0
4/27/2021	26.15	26.15	0	0	0
4/28/2021	618.35	618.35	0	0	1
4/29/2021	0	0	0	0	1
4/30/2021	70	70	0	0	1
5/1/2021	55	55	0	0	1
5/2/2021	422.25	422.25	0	0	1
5/3/2021	110	110	0	0	0
5/4/2021	0	0	0	0	0
5/5/2021	1062.68	77.75	984.93	0	0
5/6/2021	0	0	0	0	0
5/7/2021	27.5	27.5	0	0	0
5/8/2021	5226.68	0	5226.68	0	0
5/9/2021	3744.4	0	3744.4	0	0
5/10/2021	0	0	0	0	0
5/11/2021	1439.29	35	1404.29	0	1
5/12/2021	16	16	0	0	0
5/13/2021	15	15	0	0	0
5/14/2021	0	0	0	0	0
5/15/2021	25	25	0	0	0
5/16/2021	160	160	0	0	0
5/17/2021	99	52	0	47	0
5/18/2021	24	24	0	0	1
5/19/2021	63.2	45.2	0	18	1
5/20/2021	0	0	0	0	1
5/21/2021	36	0	0	36	0
5/22/2021	12	12	0	0	0
5/23/2021	48	18	0	30	0
5/24/2021	24	24	0	0	0
5/25/2021	160.25	77.25	0	83	0
5/26/2021	162.58	89.58	0	73	0
5/27/2021	141.86	45.86	0	96	0
5/28/2021	89.25	51.25	0	38	0
5/29/2021	80	26	0	54	1
5/30/2021	39.75	39.75	0	0	0
5/31/2021	40.75	25.75	0	15	0
6/1/2021	109	27	0	82	0
6/2/2021	20	0	0	20	0
6/3/2021	25	0	0	25	0
6/4/2021	76	76	0	0	1
6/5/2021	107	107	0	0	1
6/6/2021	64.5	46.5	0	18	1
6/7/2021	116	116	0	0	1
6/8/2021	43	18	0	25	0
6/9/2021	37	0	0	37	0
6/10/2021	87	87	0	0	0
6/11/2021	77	30	0	47	0
6/12/2021	241.12	178.12	0	63	0
6/13/2021	1149.25	215	869.25	65	1
6/14/2021	8	8	0	0	1
6/15/2021	12	0	0	12	1
6/16/2021	408.55	45	345.55	18	1
6/17/2021	0	0	0	0	0
6/18/2021	70.95	70.95	0	0	0
6/19/2021	45	24	0	21	0
6/20/2021	25	7	0	18	0
6/21/2021	7	7	0	0	0
6/22/2021	0	0	0	0	1
6/23/2021	0	0	0	0	1
6/24/2021	0	0	0	0	1
6/25/2021	0	0	0	0	1
6/26/2021	22	22	0	0	0
6/27/2021	0	0	0	0	0
6/28/2021	48	17	0	31	0
6/29/2021	30	30	0	0	0
6/30/2021	876.97	102	774.97	0	0
7/1/2021	36	36	0	0	0
7/2/2021	81.84	81.84	0	0	0
7/3/2021	0	0	0	0	0
7/4/2021	113.4	113.4	0	0	1
7/5/2021	39	39	0	0	0
7/6/2021	0	0	0	0	0
7/7/2021	0	0	0	0	0
7/8/2021	24	24	0	0	0
7/9/2021	0	0	0	0	0
7/10/2021	0	0	0	0	0
7/11/2021	60	60	0	0	0
7/12/2021	53	53	0	0	0
7/13/2021	47	47	0	0	0
7/14/2021	0	0	0	0	0
7/15/2021	0	0	0	0	0
7/16/2021	0	0	0	0	0
7/17/2021	0	0	0	0	0
7/18/2021	62.5	62.5	0	0	0
7/19/2021	76	12	0	64	0
7/20/2021	50	0	0	50	0
7/21/2021	53	53	0	0	0
7/22/2021	59	0	0	59	0
7/23/2021	0	0	0	0	0
7/24/2021	0	0	0	0	0
7/25/2021	40	40	0	0	0
7/26/2021	127.75	127.75	0	0	0
7/27/2021	20	20	0	0	0
7/28/2021	27	27	0	0	0
7/29/2021	12	12	0	0	0
7/30/2021	12	12	0	0	0
7/31/2021	0	0	0	0	0
8/1/2021	0	0	0	0	0
8/2/2021	0	0	0	0	0
8/3/2021	0	0	0	0	0
8/4/2021	29.8	29.8	0	0	0
8/5/2021	77.75	0	0	77.75	0
8/6/2021	53	0	0	53	0
8/7/2021	62.75	62.75	0	0	0
8/8/2021	30	0	0	30	0
8/9/2021	21	15	0	6	0
8/10/2021	46	27	0	19	0
8/11/2021	0	0	0	0	0
8/12/2021	12	12	0	0	0
8/13/2021	0	0	0	0	0
8/14/2021	15	15	0	0	1
8/15/2021	248	18	0	230	1
8/16/2021	20	20	0	0	1
8/17/2021	0	0	0	0	1
8/18/2021	0	0	0	0	1
8/19/2021	33	33	0	0	0
8/20/2021	40.5	0	0	40.5	0
8/21/2021	18	0	0	18	0
8/22/2021	30	25	0	5	0
8/23/2021	52	52	0	0	0
8/24/2021	25	18	0	7	0
8/25/2021	28.8	28.8	0	0	0
8/26/2021	0	0	0	0	1
8/27/2021	0	0	0	0	1
8/28/2021	17	0	0	17	0
8/29/2021	82.6	38.6	0	44	0
8/30/2021	314	0	0	314	0
8/31/2021	367	32	0	335	0
9/1/2021	615	15	0	600	1
9/2/2021	72	30	0	42	1
9/3/2021	35	15	0	20	1
9/4/2021	0	0	0	0	1
9/5/2021	72	20	0	52	1
9/6/2021	0	0	0	0	0
9/7/2021	20	0	0	20	1
9/8/2021	75.3	75.3	0	0	1
9/9/2021	75	65	0	10	1
9/10/2021	174.25	59.25	0	115	1
9/11/2021	71.27	71.27	0	0	1
9/12/2021	62.5	0	0	62.5	1
9/13/2021	94.5	0	0	94.5	1
9/14/2021	67	0	0	67	1
9/15/2021	0	0	0	0	0
9/16/2021	0	0	0	0	0
9/17/2021	0	0	0	0	0
9/18/2021	0	0	0	0	1
9/19/2021	0	0	0	0	1
9/20/2021	20	20	0	0	1
9/21/2021	0	0	0	0	1
9/22/2021	0	0	0	0	1
9/23/2021	0	0	0	0	1
9/24/2021	0	0	0	0	0
9/25/2021	259.06	259.06	0	0	0
9/26/2021	109	109	0	0	0
9/27/2021	48	48	0	0	0
9/28/2021	76.94	51.94	0	25	0
9/29/2021	0	0	0	0	1
9/30/2021	44	44	0	0	1
10/1/2021	0	0	0	0	1
10/2/2021	52	0	0	52	1
10/3/2021	0	0	0	0	0
10/4/2021	0	0	0	0	0
10/5/2021	81.9	81.9	0	0	0
10/6/2021	79	44	0	35	1
10/7/2021	10	0	0	10	1
10/8/2021	89	0	0	89	1
10/9/2021	0	0	0	0	1
10/10/2021	31	31	0	0	1
10/11/2021	61	23	0	38	1
10/12/2021	42	42	0	0	0
10/13/2021	0	0	0	0	0
10/14/2021	24	0	0	24	0
10/15/2021	1559.8	67	1476.8	16	0
10/16/2021	341.5	341.5	0	0	0
10/17/2021	28	0	0	28	0
10/18/2021	0	0	0	0	1
10/19/2021	0	0	0	0	1
10/20/2021	0	0	0	0	1
10/21/2021	0	0	0	0	0
10/22/2021	88	88	0	0	0
10/23/2021	0	0	0	0	0
10/24/2021	0	0	0	0	0
10/25/2021	272	272	0	0	0
10/26/2021	225	0	0	225	1
10/27/2021	182	0	0	182	1
10/28/2021	42	0	0	42	1
10/29/2021	0	0	0	0	1
10/30/2021	0	0	0	0	0
10/31/2021	0	0	0	0	0
11/1/2021	89	50	0	39	0
11/2/2021	33	33	0	0	0
11/3/2021	25	25	0	0	0
11/4/2021	0	0	0	0	0
11/5/2021	0	0	0	0	1
11/6/2021	0	0	0	0	1
11/7/2021	0	0	0	0	1
11/8/2021	17	17	0	0	0
11/9/2021	8	8	0	0	0
11/10/2021	5.65	5.65	0	0	0
11/11/2021	25	7	0	18	0
11/12/2021	117.5	53.5	0	64	0
11/13/2021	33.75	33.75	0	0	0
11/14/2021	40	40	0	0	0
11/15/2021	183	37	0	146	0
11/16/2021	174	0	0	174	0
11/17/2021	0	0	0	0	0
11/18/2021	0	0	0	0	0
11/19/2021	0	0	0	0	1
11/20/2021	0	0	0	0	1
11/21/2021	0	0	0	0	1
11/22/2021	0	0	0	0	1
11/23/2021	32	0	0	32	1
11/24/2021	12	0	0	12	1
11/25/2021	10	10	0	0	1
11/26/2021	670.87	52	618.87	0	0
11/27/2021	212	212	0	0	1
11/28/2021	184	184	0	0	1
11/29/2021	45	45	0	0	1
11/30/2021	15	15	0	0	1
12/1/2021	0	0	0	0	1
